txn_id,txn_date,customer_id,product_id,quantity,age,gender,gender_encoded,age_scaled,product_name,super_category,category,brand,base_price,discount_percent,monthly_sales_volume,avg_rating,return_rate_percent,profit_margin_percent,is_perishable,shelf_life_days,launch_date,category_encoded,brand_encoded,is_perishable_encoded,super_category_encoded,base_price_scaled,monthly_sales_volume_scaled,avg_rating_scaled,return_rate_percent_scaled,sentiment_score,last_updated,product_price,total_price,age_group,popularity_index
T000191,2025-12-02,CUST020,P00526,2,49,M,1,0.6976744186046512,Dettol Bleach,Household,Cleaning & Laundry,Dettol,560,20,355,3.9,24.88,28.03,No,476,2020-12-09,3,19,0,2,0.7985185185185185,0.10026585643752375,0.4117647058823526,0.618657937806874,0.32,2026-01-18,448.0,896.0,36-50,765
TXN-1DCAA4E9,2026-01-18,CUST021,P00526,1,47,F,0,0.6511627906976744,Dettol Bleach,Household,Cleaning & Laundry,Dettol,560,20,355,3.9,24.88,28.03,No,476,2020-12-09,3,19,0,2,0.7985185185185185,0.10026585643752375,0.4117647058823526,0.618657937806874,0.32,2026-01-18,448.0,448.0,36-50,765
T000193,2025-12-02,CUST020,P00310,3,49,M,1,0.6976744186046512,Ferrero Soan Papdi,Snacks,Chocolates & Sweets,Ferrero,150,5,315,3.7,28.23,28.39,No,508,2021-07-05,2,25,0,4,0.1911111111111111,0.0850740600075959,0.2941176470588236,0.7100381887615931,0.97,2026-01-18,142.5,427.5,36-50,877
T000263,2025-12-02,CUST025,P00310,2,30,O,2,0.2558139534883721,Ferrero Soan Papdi,Snacks,Chocolates & Sweets,Ferrero,150,5,315,3.7,28.23,28.39,No,508,2021-07-05,2,25,0,4,0.1911111111111111,0.0850740600075959,0.2941176470588236,0.7100381887615931,0.97,2026-01-18,142.5,285.0,19-35,877
T000062,2025-12-19,CUST005,P00310,2,41,M,1,0.5116279069767442,Ferrero Soan Papdi,Snacks,Chocolates & Sweets,Ferrero,150,5,315,3.7,28.23,28.39,No,508,2021-07-05,2,25,0,4,0.1911111111111111,0.0850740600075959,0.2941176470588236,0.7100381887615931,0.97,2026-01-18,142.5,285.0,36-50,877
TXN-208B33E7,2026-01-10,CUST016,P00310,2,60,O,2,0.9534883720930233,Ferrero Soan Papdi,Snacks,Chocolates & Sweets,Ferrero,150,5,315,3.7,28.23,28.39,No,508,2021-07-05,2,25,0,4,0.1911111111111111,0.0850740600075959,0.2941176470588236,0.7100381887615931,0.97,2026-01-18,142.5,285.0,51-65,877
T000212,2025-12-02,CUST022,P00618,4,54,O,2,0.813953488372093,FreshBasket Capsicum,Fresh,Fruits & Vegetables,FreshBasket,148,10,968,4.2,17.09,33.46,Yes,12,2023-07-25,7,29,1,1,0.18814814814814812,0.3330801367261679,0.588235294117647,0.406164757228587,0.92,2026-01-18,133.2,532.8,51-65,920
T000176,2025-12-22,CUST019,P00618,4,45,O,2,0.6046511627906977,FreshBasket Capsicum,Fresh,Fruits & Vegetables,FreshBasket,148,10,968,4.2,17.09,33.46,Yes,12,2023-07-25,7,29,1,1,0.18814814814814812,0.3330801367261679,0.588235294117647,0.406164757228587,0.92,2026-01-18,133.2,532.8,36-50,920
TXN-27D192A1,2026-01-08,CUST009,P00618,1,26,M,1,0.16279069767441856,FreshBasket Capsicum,Fresh,Fruits & Vegetables,FreshBasket,148,10,968,4.2,17.09,33.46,Yes,12,2023-07-25,7,29,1,1,0.18814814814814812,0.3330801367261679,0.588235294117647,0.406164757228587,0.92,2026-01-18,133.2,133.2,19-35,920
TXN-2A79DB0B,2026-01-19,CUST012,P00618,1,59,O,2,0.9302325581395349,FreshBasket Capsicum,Fresh,Fruits & Vegetables,FreshBasket,148,10,968,4.2,17.09,33.46,Yes,12,2023-07-25,7,29,1,1,0.18814814814814812,0.3330801367261679,0.588235294117647,0.406164757228587,0.92,2026-01-18,133.2,133.2,51-65,920
T000215,2025-12-02,CUST022,P00460,2,54,O,2,0.813953488372093,Freedom Sunflower Oil,Staples,Edible Oils & Ghee,Freedom,130,20,697,3.6,29.2,33.48,No,313,2020-10-03,6,28,0,5,0.16148148148148148,0.23015571591340678,0.23529411764705865,0.7364975450081833,0.3,2026-01-18,104.0,208.0,51-65,519
T000245,2025-12-02,CUST023,P00173,4,58,M,1,0.9069767441860465,Scotch-Brite Food Storage Bags,Household,Kitchen Essentials,Scotch-Brite,110,20,308,4.2,18.99,32.83,No,565,2021-10-04,8,67,0,2,0.13185185185185183,0.08241549563235853,0.588235294117647,0.45799236224768136,0.77,2026-01-18,88.0,352.0,51-65,729
T000267,2025-12-02,CUST025,P00601,4,30,O,2,0.2558139534883721,Fortune Masoor Dal,Staples,"Atta, Rice & Dal",Fortune,100,20,350,4.1,20.15,25.54,No,355,2023-01-05,0,27,0,5,0.11703703703703702,0.09836688188378276,0.529411764705882,0.48963447899618107,0.89,2026-01-18,80.0,320.0,19-35,748
TXN-832C2552,2026-01-23,CUST022,P00601,1,54,O,2,0.813953488372093,Fortune Masoor Dal,Staples,"Atta, Rice & Dal",Fortune,100,20,350,4.1,20.15,25.54,No,355,2023-01-05,0,27,0,5,0.11703703703703702,0.09836688188378276,0.529411764705882,0.48963447899618107,0.89,2026-01-18,80.0,80.0,51-65,748
T000025,2025-12-04,CUST003,P00527,1,31,O,2,0.2790697674418604,Milky Mist White Eggs,Fresh,Dairy & Eggs,Milky Mist,45,15,1958,3.5,30.15,25.16,Yes,14,2020-02-25,5,44,1,1,0.035555555555555556,0.7090770983668818,0.17647058823529416,0.7624113475177305,0.41,2026-01-18,38.25,38.25,19-35,678
TXN-F3D35B75,2026-01-04,CUST009,P00527,1,26,M,1,0.16279069767441856,Milky Mist White Eggs,Fresh,Dairy & Eggs,Milky Mist,45,15,1958,3.5,30.15,25.16,Yes,14,2020-02-25,5,44,1,1,0.035555555555555556,0.7090770983668818,0.17647058823529416,0.7624113475177305,0.41,2026-01-18,38.25,38.25,19-35,678
T000100,2025-12-04,CUST010,P00036,1,57,M,1,0.883720930232558,Organic India Lady Finger,Fresh,Fruits & Vegetables,Organic India,91,0,1471,3.8,25.53,29.8,Yes,13,2021-11-09,7,52,1,1,0.10370370370370369,0.5241169768325105,0.3529411764705881,0.6363884342607747,0.3,2026-01-18,91.0,91.0,51-65,915
T000185,2025-12-25,CUST019,P00036,1,45,O,2,0.6046511627906977,Organic India Lady Finger,Fresh,Fruits & Vegetables,Organic India,91,0,1471,3.8,25.53,29.8,Yes,13,2021-11-09,7,52,1,1,0.10370370370370369,0.5241169768325105,0.3529411764705881,0.6363884342607747,0.3,2026-01-18,91.0,91.0,36-50,915
T000335,2025-12-31,CUST030,P00036,4,23,M,1,0.09302325581395343,Organic India Lady Finger,Fresh,Fruits & Vegetables,Organic India,91,0,1471,3.8,25.53,29.8,Yes,13,2021-11-09,7,52,1,1,0.10370370370370369,0.5241169768325105,0.3529411764705881,0.6363884342607747,0.3,2026-01-18,91.0,364.0,19-35,915
T000101,2025-12-04,CUST010,P00662,3,57,M,1,0.883720930232558,Brooke Bond Masala Tea,Beverages,Tea & Coffee,Brooke Bond,316,5,196,4.5,11.81,26.93,No,288,2022-06-07,11,9,0,0,0.43703703703703706,0.039878465628560573,0.7647058823529409,0.262138570649209,0.34,2026-01-18,300.2,900.5999999999999,51-65,710
T000102,2025-12-04,CUST010,P00022,4,57,M,1,0.883720930232558,Wagh Bakri Herbal Tea,Beverages,Tea & Coffee,Wagh Bakri,510,0,225,3.8,26.96,36.02,No,645,2021-08-07,11,79,0,0,0.7244444444444444,0.05089251804025826,0.3529411764705881,0.6753955264593563,0.85,2026-01-18,510.0,2040.0,51-65,899
TXN-1F58F001,2026-01-11,CUST012,P00022,1,59,O,2,0.9302325581395349,Wagh Bakri Herbal Tea,Beverages,Tea & Coffee,Wagh Bakri,510,0,225,3.8,26.96,36.02,No,645,2021-08-07,11,79,0,0,0.7244444444444444,0.05089251804025826,0.3529411764705881,0.6753955264593563,0.85,2026-01-18,510.0,510.0,51-65,899
T000310,2025-12-04,CUST027,P00274,3,38,F,0,0.4418604651162791,Closeup Mouthwash,Personal Care,Oral Care,Closeup,119,5,190,4.8,4.41,28.45,No,291,2020-11-14,9,12,0,3,0.14518518518518517,0.037599696164071404,0.9411764705882348,0.06028368794326241,0.76,2026-01-18,113.05,339.15,36-50,678
T000044,2025-12-05,CUST005,P00596,2,41,M,1,0.5116279069767442,Santoor Body Lotion,Personal Care,Bath & Body,Santoor,79,0,254,4.8,5.44,35.33,No,551,2020-10-11,1,66,0,3,0.08592592592592593,0.061906570451955946,0.9411764705882348,0.088379705400982,0.38,2026-01-18,79.0,158.0,36-50,765
TXN-513601E4,2026-01-14,CUST020,P00596,1,49,M,1,0.6976744186046512,Santoor Body Lotion,Personal Care,Bath & Body,Santoor,79,0,254,4.8,5.44,35.33,No,551,2020-10-11,1,66,0,3,0.08592592592592593,0.061906570451955946,0.9411764705882348,0.088379705400982,0.38,2026-01-18,79.0,79.0,36-50,765
TXN-8B0A3B4C,2026-01-23,CUST004,P00596,1,41,M,1,0.5116279069767442,Santoor Body Lotion,Personal Care,Bath & Body,Santoor,79,0,254,4.8,5.44,35.33,No,551,2020-10-11,1,66,0,3,0.08592592592592593,0.061906570451955946,0.9411764705882348,0.088379705400982,0.38,2026-01-18,79.0,79.0,36-50,765
T000045,2025-12-05,CUST005,P00543,4,41,M,1,0.5116279069767442,Bru Herbal Tea,Beverages,Tea & Coffee,Bru,171,20,398,3.2,38.86,27.73,No,673,2020-09-05,11,10,0,0,0.22222222222222218,0.11659703759969617,0.0,1.0,0.72,2026-01-18,136.8,547.2,36-50,748
T000047,2025-12-05,CUST005,P00588,1,41,M,1,0.5116279069767442,Continental Instant Coffee,Beverages,Tea & Coffee,Continental,143,10,742,3.7,27.68,33.05,No,207,2020-01-06,11,15,0,0,0.18074074074074073,0.24724648689707557,0.2941176470588236,0.6950354609929078,0.66,2026-01-18,128.7,128.7,36-50,537
TXN-468D3643,2025-12-26,CUST030,P00588,1,23,M,1,0.09302325581395343,Continental Instant Coffee,Beverages,Tea & Coffee,Continental,143,10,742,3.7,27.68,33.05,No,207,2020-01-06,11,15,0,0,0.18074074074074073,0.24724648689707557,0.2941176470588236,0.6950354609929078,0.66,2026-01-18,128.7,128.7,19-35,537
TXN-3A35DDAF,2026-01-06,CUST027,P00588,1,38,F,0,0.4418604651162791,Continental Instant Coffee,Beverages,Tea & Coffee,Continental,143,10,742,3.7,27.68,33.05,No,207,2020-01-06,11,15,0,0,0.18074074074074073,0.24724648689707557,0.2941176470588236,0.6950354609929078,0.66,2026-01-18,128.7,128.7,36-50,537
T000049,2025-12-05,CUST005,P00640,1,41,M,1,0.5116279069767442,Daawat Sona Masoori Rice,Staples,"Atta, Rice & Dal",Daawat,197,15,1020,3.4,34.57,31.0,No,469,2024-01-28,0,17,0,5,0.2607407407407408,0.35282947208507404,0.11764705882352922,0.8829787234042554,0.93,2026-01-18,167.45,167.45,36-50,666
TXN-4E960177,2026-01-24,CUST015,P00640,1,22,M,1,0.06976744186046513,Daawat Sona Masoori Rice,Staples,"Atta, Rice & Dal",Daawat,197,15,1020,3.4,34.57,31.0,No,469,2024-01-28,0,17,0,5,0.2607407407407408,0.35282947208507404,0.11764705882352922,0.8829787234042554,0.93,2026-01-18,167.45,167.45,19-35,666
T000053,2025-12-05,CUST005,P00171,3,41,M,1,0.5116279069767442,Wagh Bakri Filter Coffee,Beverages,Tea & Coffee,Wagh Bakri,152,20,678,3.5,31.89,30.7,No,569,2020-10-29,11,79,0,0,0.19407407407407407,0.22293961260919104,0.17647058823529416,0.8098745226404801,0.87,2026-01-18,121.6,364.79999999999995,36-50,905
T000349,2025-12-05,CUST030,P00171,2,23,M,1,0.09302325581395343,Wagh Bakri Filter Coffee,Beverages,Tea & Coffee,Wagh Bakri,152,20,678,3.5,31.89,30.7,No,569,2020-10-29,11,79,0,0,0.19407407407407407,0.22293961260919104,0.17647058823529416,0.8098745226404801,0.87,2026-01-18,121.6,243.2,19-35,905
TXN-D98C6261,2026-01-14,CUST005,P00171,1,41,M,1,0.5116279069767442,Wagh Bakri Filter Coffee,Beverages,Tea & Coffee,Wagh Bakri,152,20,678,3.5,31.89,30.7,No,569,2020-10-29,11,79,0,0,0.19407407407407407,0.22293961260919104,0.17647058823529416,0.8098745226404801,0.87,2026-01-18,121.6,121.6,36-50,905
TXN-84703F10,2026-01-16,CUST026,P00171,1,34,F,0,0.34883720930232553,Wagh Bakri Filter Coffee,Beverages,Tea & Coffee,Wagh Bakri,152,20,678,3.5,31.89,30.7,No,569,2020-10-29,11,79,0,0,0.19407407407407407,0.22293961260919104,0.17647058823529416,0.8098745226404801,0.87,2026-01-18,121.6,121.6,19-35,905
T000054,2025-12-05,CUST005,P00706,3,41,M,1,0.5116279069767442,Milky Mist Cheese,Fresh,Dairy & Eggs,Milky Mist,244,15,968,4.6,8.64,27.39,Yes,9,2020-04-03,5,44,1,1,0.33037037037037037,0.3330801367261679,0.8235294117647054,0.1756683033278778,0.81,2026-01-18,207.4,622.2,36-50,773
T000056,2025-12-05,CUST005,P00409,2,41,M,1,0.5116279069767442,Fiama Conditioner,Personal Care,Bath & Body,Fiama,163,10,305,3.6,30.5,27.45,No,544,2020-11-15,1,26,0,3,0.21037037037037035,0.08127611090011394,0.23529411764705865,0.7719585379159848,0.41,2026-01-18,146.7,293.4,36-50,833
T000135,2025-12-05,CUST015,P00116,4,22,M,1,0.06976744186046513,Emami Healthy & Tasty Groundnut Oil,Staples,Edible Oils & Ghee,Emami Healthy & Tasty,220,10,503,3.8,24.02,28.8,No,359,2020-09-21,6,23,0,5,0.2948148148148148,0.15647550322825673,0.3529411764705881,0.5951991271140208,0.27,2026-01-18,198.0,792.0,19-35,871
T000075,2025-12-24,CUST007,P00116,2,51,M,1,0.7441860465116278,Emami Healthy & Tasty Groundnut Oil,Staples,Edible Oils & Ghee,Emami Healthy & Tasty,220,10,503,3.8,24.02,28.8,No,359,2020-09-21,6,23,0,5,0.2948148148148148,0.15647550322825673,0.3529411764705881,0.5951991271140208,0.27,2026-01-18,198.0,396.0,51-65,871
T000143,2025-12-05,CUST016,P00638,3,60,O,2,0.9534883720930233,FreshBasket Orange,Fresh,Fruits & Vegetables,FreshBasket,70,10,1309,3.3,35.85,31.0,Yes,7,2020-07-01,7,29,1,1,0.0725925925925926,0.4625902012913027,0.0588235294117645,0.9178941625750138,0.39,2026-01-18,63.0,189.0,51-65,654
T000145,2025-12-05,CUST016,P00200,3,60,O,2,0.9534883720930233,Saffola Groundnut Oil,Staples,Edible Oils & Ghee,Saffola,160,15,1117,3.8,25.61,27.56,No,232,2021-07-03,6,65,0,5,0.2059259259259259,0.38966957842764904,0.3529411764705881,0.6385706492089471,0.12,2026-01-18,136.0,408.0,51-65,925
TXN-4456AA39,2025-12-31,CUST023,P00200,1,58,M,1,0.9069767441860465,Saffola Groundnut Oil,Staples,Edible Oils & Ghee,Saffola,160,15,1117,3.8,25.61,27.56,No,232,2021-07-03,6,65,0,5,0.2059259259259259,0.38966957842764904,0.3529411764705881,0.6385706492089471,0.12,2026-01-18,136.0,136.0,51-65,925
TXN-126B75E2,2026-01-12,CUST004,P00200,1,41,M,1,0.5116279069767442,Saffola Groundnut Oil,Staples,Edible Oils & Ghee,Saffola,160,15,1117,3.8,25.61,27.56,No,232,2021-07-03,6,65,0,5,0.2059259259259259,0.38966957842764904,0.3529411764705881,0.6385706492089471,0.12,2026-01-18,136.0,136.0,36-50,925
T000082,2025-12-06,CUST007,P00378,2,51,M,1,0.7441860465116278,Lays Marie Biscuits,Snacks,Snacks & Biscuits,Lays,138,15,919,4.5,11.46,38.37,No,263,2021-07-28,10,38,0,4,0.1733333333333333,0.3144701860995063,0.7647058823529409,0.25259138025095473,0.31,2026-01-18,117.3,234.6,51-65,846
T000296,2025-12-16,CUST027,P00378,2,38,F,0,0.4418604651162791,Lays Marie Biscuits,Snacks,Snacks & Biscuits,Lays,138,15,919,4.5,11.46,38.37,No,263,2021-07-28,10,38,0,4,0.1733333333333333,0.3144701860995063,0.7647058823529409,0.25259138025095473,0.31,2026-01-18,117.3,234.6,36-50,846
TXN-4DFD0303,2025-12-29,CUST028,P00378,2,19,M,1,0.0,Lays Marie Biscuits,Snacks,Snacks & Biscuits,Lays,138,15,919,4.5,11.46,38.37,No,263,2021-07-28,10,38,0,4,0.1733333333333333,0.3144701860995063,0.7647058823529409,0.25259138025095473,0.31,2026-01-18,117.3,234.6,19-35,846
TXN-9AEC4659,2026-01-23,CUST023,P00378,1,58,M,1,0.9069767441860465,Lays Marie Biscuits,Snacks,Snacks & Biscuits,Lays,138,15,919,4.5,11.46,38.37,No,263,2021-07-28,10,38,0,4,0.1733333333333333,0.3144701860995063,0.7647058823529409,0.25259138025095473,0.31,2026-01-18,117.3,117.3,51-65,846
T000083,2025-12-06,CUST007,P00591,3,51,M,1,0.7441860465116278,Amul Brown Eggs,Fresh,Dairy & Eggs,Amul,246,10,676,4.2,16.44,33.09,Yes,7,2022-01-01,5,3,1,1,0.3333333333333333,0.22218002278769466,0.588235294117647,0.38843426077468635,0.9,2026-01-18,221.4,664.2,51-65,729
TXN-776FBF50,2026-01-12,CUST026,P00591,1,34,F,0,0.34883720930232553,Amul Brown Eggs,Fresh,Dairy & Eggs,Amul,246,10,676,4.2,16.44,33.09,Yes,7,2022-01-01,5,3,1,1,0.3333333333333333,0.22218002278769466,0.588235294117647,0.38843426077468635,0.9,2026-01-18,221.4,221.4,19-35,729
T000084,2025-12-06,CUST007,P00054,1,51,M,1,0.7441860465116278,Santoor Conditioner,Personal Care,Bath & Body,Santoor,171,10,267,4.2,18.89,29.22,No,347,2021-09-29,1,66,0,3,0.22222222222222218,0.0668439042916825,0.588235294117647,0.45526459356246596,0.55,2026-01-18,153.9,153.9,51-65,720
TXN-3956AC1C,2026-01-07,CUST019,P00054,2,45,O,2,0.6046511627906977,Santoor Conditioner,Personal Care,Bath & Body,Santoor,171,10,267,4.2,18.89,29.22,No,347,2021-09-29,1,66,0,3,0.22222222222222218,0.0668439042916825,0.588235294117647,0.45526459356246596,0.55,2026-01-18,153.9,307.8,36-50,720
T000097,2025-12-06,CUST009,P00529,2,26,M,1,0.16279069767441856,FarmFresh Ginger,Fresh,Fruits & Vegetables,FarmFresh,58,15,2190,4.6,8.78,29.48,Yes,12,2021-01-05,7,24,1,1,0.05481481481481481,0.7971895176604633,0.8235294117647054,0.17948717948717946,0.49,2026-01-18,49.3,98.6,19-35,846
T000318,2025-12-23,CUST028,P00529,3,19,M,1,0.0,FarmFresh Ginger,Fresh,Fruits & Vegetables,FarmFresh,58,15,2190,4.6,8.78,29.48,Yes,12,2021-01-05,7,24,1,1,0.05481481481481481,0.7971895176604633,0.8235294117647054,0.17948717948717946,0.49,2026-01-18,49.3,147.89999999999998,19-35,846
T000099,2025-12-06,CUST009,P00016,3,26,M,1,0.16279069767441856,Santoor Face Wash,Personal Care,Bath & Body,Santoor,231,15,526,4.0,20.74,39.04,No,201,2023-04-19,1,66,0,3,0.3111111111111111,0.16521078617546525,0.47058823529411753,0.5057283142389525,0.86,2026-01-18,196.35,589.05,19-35,833
TXN-FC03B8BF,2026-01-11,CUST015,P00016,1,22,M,1,0.06976744186046513,Santoor Face Wash,Personal Care,Bath & Body,Santoor,231,15,526,4.0,20.74,39.04,No,201,2023-04-19,1,66,0,3,0.3111111111111111,0.16521078617546525,0.47058823529411753,0.5057283142389525,0.86,2026-01-18,196.35,196.35,19-35,833
T000292,2025-12-06,CUST026,P00034,2,34,F,0,0.34883720930232553,Dhara Sunflower Oil,Staples,Edible Oils & Ghee,Dhara,420,15,863,4.3,16.21,36.28,No,343,2023-12-07,6,20,0,5,0.5911111111111111,0.2932016710976073,0.6470588235294115,0.3821603927986907,0.67,2026-01-18,357.0,714.0,19-35,899
T000302,2025-12-07,CUST027,P00034,4,38,F,0,0.4418604651162791,Dhara Sunflower Oil,Staples,Edible Oils & Ghee,Dhara,420,15,863,4.3,16.21,36.28,No,343,2023-12-07,6,20,0,5,0.5911111111111111,0.2932016710976073,0.6470588235294115,0.3821603927986907,0.67,2026-01-18,357.0,1428.0,36-50,899
T000134,2025-12-07,CUST014,P00060,1,46,O,2,0.6279069767441859,FarmFresh Orange,Fresh,Fruits & Vegetables,FarmFresh,124,15,1337,4.4,13.94,32.64,Yes,5,2020-07-09,7,24,1,1,0.15259259259259259,0.47322445879225217,0.7058823529411764,0.320240043644299,0.65,2026-01-18,105.4,105.4,36-50,720
TXN-FFEB0CFD,2026-01-09,CUST003,P00060,1,31,O,2,0.2790697674418604,FarmFresh Orange,Fresh,Fruits & Vegetables,FarmFresh,124,15,1337,4.4,13.94,32.64,Yes,5,2020-07-09,7,24,1,1,0.15259259259259259,0.47322445879225217,0.7058823529411764,0.320240043644299,0.65,2026-01-18,105.4,105.4,19-35,720
T000300,2025-12-07,CUST027,P00337,2,38,F,0,0.4418604651162791,Fortune Atta,Staples,"Atta, Rice & Dal",Fortune,106,20,1391,3.5,30.27,32.32,No,283,2021-06-08,0,27,0,5,0.1259259259259259,0.49373338397265476,0.17647058823529416,0.7656846699399891,0.3,2026-01-18,84.8,169.6,36-50,710
T000301,2025-12-07,CUST027,P00186,4,38,F,0,0.4418604651162791,Heritage Fresh Cream,Fresh,Dairy & Eggs,Heritage,86,5,1505,3.5,32.24,30.92,Yes,11,2023-12-08,5,34,1,1,0.0962962962962963,0.5370300037979491,0.17647058823529416,0.8194217130387345,0.52,2026-01-18,81.7,326.8,36-50,915
T000258,2025-12-26,CUST024,P00186,3,33,O,2,0.32558139534883723,Heritage Fresh Cream,Fresh,Dairy & Eggs,Heritage,86,5,1505,3.5,32.24,30.92,Yes,11,2023-12-08,5,34,1,1,0.0962962962962963,0.5370300037979491,0.17647058823529416,0.8194217130387345,0.52,2026-01-18,81.7,245.10000000000002,19-35,915
TXN-9E6E240C,2026-01-08,CUST021,P00186,1,47,F,0,0.6511627906976744,Heritage Fresh Cream,Fresh,Dairy & Eggs,Heritage,86,5,1505,3.5,32.24,30.92,Yes,11,2023-12-08,5,34,1,1,0.0962962962962963,0.5370300037979491,0.17647058823529416,0.8194217130387345,0.52,2026-01-18,81.7,81.7,36-50,915
